parameter_id,IMPC_DXA_009_001
mouse_strain,C57BL
gene_accession_id,MGI:1914061
pvalue,3.992641e-06
mouse_life_stage,Early adult
analysis_id,32x5559p3c05436
parameter_name,Fat/Body weight
gene_symbol,Duoxa2
