gene_symbol,Wars2
parameter_name,CD103+ CD11b-low cDC - % of CD45+
gene_accession_id,MGI:1917810
mouse_strain,C57BL
analysis_id,6087iq075515y2f
parameter_id,MGP_IMM_131_001
mouse_life_stage,E12.5
pvalue,0.3172957
