parameter_id,JAX_LDT_008_001
gene_accession_id,MGI:1914836
mouse_strain,C57BL
gene_symbol,Ubxn11
parameter_name,Percent time in dark
analysis_id,k9j64k944830v02
mouse_life_stage,Early adult
pvalue,0.9339247
