gene_symbol,Trim46
pvalue,0.949247
gene_accession_id,MGI:2673000
parameter_name,Anophthalmia
analysis_id,3674d1905hiu729
parameter_id,IMPC_GEO_048_002
mouse_life_stage,Early adult
mouse_strain,C57BL
