parameter_id,IMPC_CSD_070_001
pvalue,0.2825488
gene_symbol,Dnajc8
analysis_id,83c6fq2fyq88140
parameter_name,Lower teeth appearance
gene_accession_id,MGI:1915848
mouse_life_stage,Early adult
mouse_strain,C57BL
