gene_symbol,Slc30a4
mouse_life_stage,Early adult
analysis_id,864qb3f08lgl325
parameter_name,Effector Treg cells - % of Treg
gene_accession_id,MGI:1345282
pvalue,0.5153534
mouse_strain,C57BL
parameter_id,MGP_MLN_009_001
