parameter_id,IMPC_XRY_024_001
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Femur
pvalue,0.9487969
gene_symbol,Slc39a10
analysis_id,tb7720e3877kaqq
gene_accession_id,MGI:1914515
