gene_symbol,Bmi1
pvalue,0.1676469
analysis_id,b65608jd153t25g
parameter_name,Skull shape
mouse_life_stage,E15.5
parameter_id,CCP_XRY_001_001
mouse_strain,C57BL
gene_accession_id,MGI:88174
