gene_symbol,Lpgat1
mouse_life_stage,Early adult
pvalue,0.2359504
gene_accession_id,MGI:2446186
parameter_id,IMPC_CBC_001_001
parameter_name,Sodium
mouse_strain,C57BL
analysis_id,71i029l4v0404nw
