parameter_id,IMPC_DXA_003_001
gene_accession_id,MGI:1917604
analysis_id,93t9y7d876w83l4
pvalue,0.1112363
gene_symbol,Secisbp2l
parameter_name,Lean mass
mouse_life_stage,Late adult
mouse_strain,C57BL
