mouse_life_stage,E12.5
mouse_strain,C57BL
gene_accession_id,MGI:2444554
analysis_id,c9e36p80w234vbd
parameter_name,Percentage center time
gene_symbol,Mapkap1
parameter_id,JAX_OFD_022_001
pvalue,0.6712327
