parameter_id,IMPC_OFD_010_001
mouse_life_stage,Early adult
pvalue,0.4280523
mouse_strain,C57BL
parameter_name,Periphery distance travelled
gene_accession_id,MGI:1888742
gene_symbol,Extl1
analysis_id,f3p2xq242wt8224
