parameter_id,IMPC_HEM_005_001
pvalue,0.2244554
mouse_life_stage,Late adult
mouse_strain,C57BL
gene_accession_id,MGI:1336200
gene_symbol,Hpca
analysis_id,d1qj67077iz84a0
parameter_name,Mean cell volume
