gene_symbol,Sass6
analysis_id,8o72kbfnhc25j5z
mouse_strain,C57BL
parameter_name,Total NK cells - % of CD45+
gene_accession_id,MGI:1920026
parameter_id,MGP_IMM_033_001
mouse_life_stage,E12.5
pvalue,0.7265412
