gene_symbol,Nucks1
pvalue,0.1585397
gene_accession_id,MGI:1934811
mouse_life_stage,Early adult
analysis_id,20jd3w1iz8mwiw9
parameter_name,Lean mass
parameter_id,IMPC_DXA_003_001
mouse_strain,C57BL
