mouse_strain,129SV
mouse_life_stage,Early adult
gene_accession_id,MGI:1920638
parameter_id,MGP_PBI_018_001
analysis_id,cv0p6n7mivy15od
pvalue,0.192356
parameter_name,Ly6Clow monocyte percentage
gene_symbol,Bpifa3
