mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,MGP_CSD_008_001
analysis_id,r097f4lva1014u5
pvalue,0.2743652
gene_symbol,Zmynd8
parameter_name,Startle response
gene_accession_id,MGI:1918025
