parameter_id,IMPC_ECH_018_001
gene_symbol,Arnt
parameter_name,Respiration Rate
pvalue,0.1987458
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,88r722ybehs6z0l
gene_accession_id,MGI:88071
