parameter_id,ESLIM_008_001_017
analysis_id,y91j1edjv485dyv
mouse_strain,C57BL
gene_accession_id,MGI:1921493
pvalue,0.2522971
parameter_name,Limb grasping
gene_symbol,Slx4ip
mouse_life_stage,Early adult
