parameter_id,IMPC_DXA_002_001
parameter_name,Fat mass
pvalue,0.7923159
gene_symbol,Bcs1l
mouse_strain,C57BL
analysis_id,52lack9o0t7vcl7
mouse_life_stage,E9.5
gene_accession_id,MGI:1914071
