gene_symbol,Mecom
mouse_strain,C57BL
pvalue,0.6384399
gene_accession_id,MGI:95457
mouse_life_stage,Early adult
parameter_name,Average duration
parameter_id,JAX_ROT_002_001
analysis_id,9pqy2dzz23v50qq
