parameter_id,IMPC_ACS_037_001
gene_symbol,Rhbg
analysis_id,f4k7zkxk3l85r09
mouse_life_stage,Early adult
pvalue,0.2533838
mouse_strain,C57BL
parameter_name,% Pre-pulse inhibition - Global
gene_accession_id,MGI:1927379
