parameter_id,IMPC_XRY_022_001
parameter_name,Radius
mouse_strain,C54BL
mouse_life_stage,Early adult
gene_symbol,Toporsl
analysis_id,963451d7mix98x8
gene_accession_id,MGI:1915524
pvalue,0.4402881
