pvalue,0.8128369
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_name,B cell percentage
analysis_id,33zb76z5jz37pu6
gene_symbol,Nipal3
gene_accession_id,MGI:1921802
parameter_id,MGP_PBI_014_001
