parameter_id,TCPLA_XRY_033_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1923959
mouse_strain,129SV
analysis_id,18878tio6ey537b
gene_symbol,Arpc2
pvalue,0.5548212
parameter_name,Tibia length
