mouse_strain,C57BL
analysis_id,ptr8267ax1507b1
pvalue,0.4729822
parameter_id,HRWLLA_CBC_014_001
gene_accession_id,MGI:1914561
parameter_name,Alkaline phosphatase
gene_symbol,Nanp
mouse_life_stage,Early adult
