parameter_name,Distance travelled - total
analysis_id,m5d2iils0m66vwb
gene_accession_id,MGI:1915087
pvalue,0.6209458
gene_symbol,Tiprl
mouse_strain,C57BL
parameter_id,JAX_OFD_020_001
mouse_life_stage,E12.5
