parameter_id,MGP_CSD_030_001
parameter_name,Limb coat/hair presence
analysis_id,kvx37bc3u10tj86
mouse_life_stage,Early adult
pvalue,0.2765921
gene_accession_id,MGI:1916222
gene_symbol,Tatdn3
mouse_strain,C57BL
