gene_accession_id,MGI:3650254
gene_symbol,Zfp683
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_027_001
pvalue,0.9868614
parameter_name,Red blood cell distribution width
analysis_id,ga1o507i0klw1n4
