parameter_name,Retina (combined)
gene_symbol,Cds2
gene_accession_id,MGI:1332236
mouse_life_stage,Early adult
pvalue,0.2985257
analysis_id,16hd3q9erf5evcv
mouse_strain,C57BL
parameter_id,IMPC_EYE_092_001
