parameter_id,MGP_MLN_066_001
pvalue,0.1168601
parameter_name,Effector CD4+ T helper cells - % of CD45+
gene_symbol,Col6a3
gene_accession_id,MGI:88461
mouse_strain,C57BL
analysis_id,f6t409q9n9wb3eu
mouse_life_stage,Early adult
