gene_symbol,Slc30a4
analysis_id,l566b88j6mmf8ha
parameter_name,Vocalization
gene_accession_id,MGI:1345282
parameter_id,IMPC_CSD_078_001
mouse_strain,C57BL
pvalue,0.08291759
mouse_life_stage,Late adult
