gene_symbol,Inpp1
analysis_id,r29o389vh9m35wk
mouse_life_stage,Early adult
parameter_name,Whole arena resting time
mouse_strain,129SV
gene_accession_id,MGI:104848
parameter_id,HRWLLA_OFD_007_001
pvalue,0.2500803
