gene_symbol,Ddx27
analysis_id,c70o501jw719824
parameter_name,% Pre-pulse inhibition - PPI2
mouse_strain,C57BL
parameter_id,IMPC_ACS_034_001
gene_accession_id,MGI:2385884
pvalue,0.9629963
mouse_life_stage,Early adult
