mouse_life_stage,Late adult
parameter_name,Time mobile light side
gene_symbol,Secisbp2l
parameter_id,JAX_LDT_003_001
analysis_id,6ys17g1sdx3hy08
mouse_strain,C57BL
gene_accession_id,MGI:1917604
pvalue,0.6213584
