gene_symbol,Rnf114
pvalue,0.2830574
parameter_id,ESLIM_007_001_003
gene_accession_id,MGI:1933159
analysis_id,46uv65znvjzfk67
mouse_strain,C57BL
parameter_name,Whole arena resting time
mouse_life_stage,Early adult
