parameter_name,Periphery average speed
mouse_strain,C57BL
analysis_id,r3g1e24l04ju7va
gene_accession_id,MGI:1916043
mouse_life_stage,Early adult
pvalue,0.7703945
parameter_id,IMPC_OFD_013_001
gene_symbol,Rab3gap2
