gene_symbol,Tiprl
pvalue,0.9231115
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_name,Weight
parameter_id,M-G-P_005_001_001
gene_accession_id,MGI:1915087
analysis_id,606xi398fkp467n
