mouse_life_stage,Early adult
gene_accession_id,MGI:88071
pvalue,0.9335268
parameter_id,HMGULA_CBC_015_001
mouse_strain,C57BL
parameter_name,Total cholesterol
analysis_id,0l47nk87a46b337
gene_symbol,Arnt
