mouse_life_stage,Early adult
parameter_name,Edema
gene_symbol,Bach2
parameter_id,IMPC_GEO_064_001
analysis_id,a247oct6l79v6hp
pvalue,0.4846691
mouse_strain,C57BL
gene_accession_id,MGI:894679
