gene_symbol,Snap23
Mouse_life_stage,Late adult
Parameter_id,HMGULA_CBC_017_001
Analysis_id,tr9r8f2c57826v4
parameter_name,Triglycerides
mouse_strain,C57BL
pvalue,0.6126485
gene_accession_id,MGI:109356
