parameter_id,IMPC_XRY_059_001
mouse_life_stage,Early adult
gene_symbol,Cntfr
parameter_name,Shape of ribcage
mouse_strain,C57BL
analysis_id,g59z51n795501k5
gene_accession_id,MGI:99605
pvalue,0.7285647
