parameter_name,Embryo Size
pvalue,0.08854104
gene_symbol,Snap23
parameter_id,IMPC_GEP_022_001
mouse_life_stage,Middle aged adult
analysis_id,w555odvewsam413
mouse_strain,C57BL
gene_accession_id,MGI:109356
