parameter_id,IMPC_GEL_057_001
gene_symbol,Kdm5b
mouse_strain,C57BL
parameter_name,Heart looping
pvalue,0.8626693
mouse_life_stage,Early adult
analysis_id,tk61l9quk13h3q7
gene_accession_id,MGI:1922855
