gene_symbol,Fgb
gene_accession_id,MGI:99501
parameter_name,MZB (CD21/35 high)
parameter_id,IMPC_IMM_071_001
pvalue,0.542214
mouse_life_stage,Early adult
analysis_id,to9sw820l803nu2
mouse_strain,C57BL
