gene_symbol,Snap23
mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_name,Percent time in light
pvalue,0.9836818
parameter_id,IMPC_LDT_008_001
gene_accession_id,MGI:109356
analysis_id,r51k962x564981j
