gene_accession_id,MGI:104805
gene_symbol,Snrpb2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GPP_004_001
pvalue,0.6945291
parameter_name,Placenta Size
analysis_id,7s9730v33pjfvc7
