gene_symbol,Bmi1
analysis_id,p98e23055bc690s
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Limb morphology
pvalue,0.2135655
gene_accession_id,MGI:88174
parameter_id,IMPC_GEP_084_001
