gene_symbol,Slc39a10
analysis_id,6q2026420p30ds7
mouse_strain,C57BL
parameter_id,JAX_OFD_010_001
mouse_life_stage,Early adult
pvalue,0.709625
parameter_name,Periphery distance travelled
gene_accession_id,MGI:1914515
