parameter_id,MGP_IMM_074_001
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Resting CD4+ T helper cells - % of CD45+
gene_accession_id,MGI:1917810
gene_symbol,Wars2
pvalue,0.7625418
analysis_id,n86awh3220tfrek
