parameter_id,JAX_LDT_005_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Usp37
gene_accession_id,MGI:2442483
parameter_name,Time mobile dark side
analysis_id,x9283ojf76n6o64
pvalue,0.6137403
