gene_symbol,Ahcy
gene_accession_id,MGI:87968
pvalue,0.7768153
parameter_name,Placenta Morphology
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,7ai8i8d10e0wbc3
parameter_id,IMPC_GPO_002_001
