gene_symbol,Frmpd1
analysis_id,e65q543103461l4
mouse_strain,C57BL
gene_accession_id,MGI:2446274
pvalue,0.7724231
mouse_life_stage,Middle aged adult
parameter_name,Lean/Body weight
parameter_id,ESLIM_005_001_702
