parameter_name,Lean/Body weight
parameter_id,ESLIM_005_001_702
gene_accession_id,MGI:1919107
pvalue,0.7439818
mouse_life_stage,Early adult
gene_symbol,Slc17a9
mouse_strain,C57BL
analysis_id,r0v84t6t6d0i912
