mouse_strain,129SV
parameter_id,IMPC_DXA_009_001
gene_accession_id,MGI:1332236
parameter_name,Fat/Body weight
gene_symbol,Cds2
pvalue,0.5617743
analysis_id,a9658834ikuj031
mouse_life_stage,Early adult
