gene_symbol,Nucks1
mouse_strain,C57BL
gene_accession_id,MGI:1934811
mouse_life_stage,Late adult
parameter_name,Eosinophils - % of CD45+
parameter_id,MGP_IMM_125_001
analysis_id,brq2h8c302620ns
pvalue,0.3937242
