gene_symbol,Sass6
parameter_name,Neutrophils
mouse_strain,C57BL
analysis_id,ecuqql75k0xtebc
gene_accession_id,MGI:1920026
mouse_life_stage,E12.5
parameter_id,IMPC_IMM_050_001
pvalue,0.7839415
