gene_symbol,Fgb
mouse_life_stage,E12.5
parameter_id,MGP_MLN_071_001
parameter_name,Resting Treg cells - % of CD45+
gene_accession_id,MGI:99501
pvalue,0.589818
analysis_id,llejk5d42i8aw3d
mouse_strain,C57BL
