parameter_id,HMGULA_CBC_005_001
parameter_name,Creatinine
mouse_strain,C57BL
pvalue,0.7650189
gene_symbol,Alkbh3
analysis_id,2vy95040wc1611h
gene_accession_id,MGI:1916363
mouse_life_stage,Early adult
