gene_symbol,Ahcy
pvalue,0.4125896
analysis_id,10i4ki629wvhd8n
gene_accession_id,MGI:87968
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_name,Resting Treg cells - % of Treg
parameter_id,MGP_IMM_011_001
