gene_symbol,Galnt13
gene_accession_id,MGI:2139447
mouse_strain,C57BL
pvalue,0.3647645
mouse_life_stage,Middle aged adult
parameter_name,Latency to center entry
parameter_id,IMPC_OFD_018_001
analysis_id,74cy246m8pe9f7i
