parameter_id,IMPC_OFD_010_001
parameter_name,Periphery distance travelled
mouse_strain,C57BL
gene_accession_id,MGI:95576
mouse_life_stage,Early adult
gene_symbol,Fpgs
pvalue,0.2820907
analysis_id,3585f17h4mf80k1
