gene_symbol,Rap2b
mouse_life_stage,Early adult
parameter_id,JAX_URI_002_001
pvalue,0.5817537
parameter_name,Creatinine
gene_accession_id,MGI:1921262
analysis_id,7bs485583ws779j
mouse_strain,C57BL
