gene_symbol,Mms22l
parameter_id,HRWLLA_GRS_010_001
parameter_name,Forelimb grip strength normalised against body weight
mouse_strain,129SV
gene_accession_id,MGI:2684980
pvalue,0.607162
mouse_life_stage,Early adult
analysis_id,30clkhk5841yajj
